strain,replicate,metric,intensity
svs002-svp023,rep3,median_mcherry,837.0
svs002-svp023,rep3,median_mcherry,1084.0
svs002-svp023,rep3,median_mcherry,7783.0
svs002-svp023,rep3,median_mcherry,3880.0
svs002-svp023,rep3,median_mcherry,653.0
svs002-svp023,rep3,median_mcherry,1240.0
svs002-svp023,rep3,median_mcherry,487.0
svs002-svp023,rep3,median_mcherry,6317.0
svs002-svp023,rep3,median_mcherry,28053.0
svs002-svp023,rep3,median_mcherry,551.0
svs002-svp023,rep3,median_mcherry,3732.0
svs002-svp023,rep3,median_mcherry,951.0
svs002-svp023,rep3,median_mcherry,1248.0
svs002-svp023,rep3,median_mcherry,1877.0
svs002-svp023,rep3,median_mcherry,3385.0
svs002-svp023,rep3,median_mcherry,830.0
svs002-svp023,rep3,median_mcherry,1648.0
svs002-svp023,rep3,median_mcherry,6704.0
svs002-svp023,rep3,median_mcherry,1653.0
svs002-svp023,rep3,median_mcherry,13092.0
svs002-svp023,rep3,median_mcherry,9216.0
svs002-svp023,rep3,median_mcherry,1173.0
svs002-svp023,rep3,median_mcherry,724.0
svs002-svp023,rep3,median_mcherry,17404.0
svs002-svp023,rep3,median_mcherry,5718.0
svs002-svp023,rep3,median_mcherry,5346.0
svs002-svp023,rep3,median_mcherry,716.0
svs002-svp023,rep3,median_mcherry,8237.0
svs002-svp023,rep3,median_mcherry,3294.0
svs002-svp023,rep3,median_mcherry,8657.0
svs002-svp023,rep3,median_mcherry,2268.0
svs002-svp023,rep3,median_mcherry,757.0
svs002-svp023,rep3,median_mcherry,1548.0
svs002-svp023,rep3,median_mcherry,395.0
svs002-svp023,rep3,median_mcherry,6049.0
svs002-svp023,rep3,median_mcherry,1100.0
svs002-svp023,rep3,median_mcherry,1925.0
svs002-svp023,rep3,median_mcherry,4543.0
svs002-svp023,rep3,median_mcherry,3517.0
svs002-svp023,rep3,median_mcherry,1385.0
svs002-svp023,rep3,median_mcherry,4128.0
svs002-svp023,rep3,median_mcherry,3056.0
svs002-svp023,rep3,median_mcherry,5189.0
svs002-svp023,rep3,median_mcherry,2385.0
svs002-svp023,rep3,median_mcherry,1341.0
svs002-svp023,rep3,median_mcherry,7938.0
svs002-svp023,rep3,median_mcherry,1053.0
svs002-svp023,rep3,median_mcherry,6120.0
svs002-svp023,rep3,median_mcherry,3973.0
svs002-svp023,rep3,median_mcherry,1300.0
svs002-svp023,rep3,median_mcherry,720.0
svs002-svp023,rep3,median_mcherry,879.0
svs002-svp023,rep3,median_mcherry,5749.0
svs002-svp023,rep3,median_mcherry,3084.0
svs002-svp023,rep3,median_mcherry,5104.0
svs002-svp023,rep3,median_mcherry,1782.0
svs002-svp023,rep3,median_mcherry,1037.0
svs002-svp023,rep3,median_mcherry,396.0
svs002-svp023,rep3,median_mcherry,11017.0
svs002-svp023,rep3,median_mcherry,17107.0
svs002-svp023,rep3,median_mcherry,1133.0
svs002-svp023,rep3,median_mcherry,1827.0
svs002-svp023,rep3,median_mcherry,1972.0
svs002-svp023,rep3,median_mcherry,897.0
svs002-svp023,rep3,median_mcherry,4897.0
svs002-svp023,rep3,median_mcherry,4903.0
svs002-svp023,rep3,median_mcherry,5156.0
svs002-svp023,rep3,median_mcherry,6573.0
svs002-svp023,rep3,median_mcherry,1854.0
svs002-svp023,rep3,median_mcherry,1928.0
svs002-svp023,rep3,median_mcherry,1925.0
svs002-svp023,rep3,median_mcherry,1124.0
svs002-svp023,rep3,median_mcherry,9358.0
svs002-svp023,rep3,median_mcherry,3620.0
svs002-svp023,rep3,median_mcherry,8449.0
svs002-svp023,rep3,median_mcherry,10957.0
svs002-svp023,rep3,median_mcherry,3860.0
svs002-svp023,rep3,median_mcherry,7153.0
svs002-svp023,rep3,median_mcherry,872.0
svs002-svp023,rep3,median_mcherry,7160.0
svs002-svp023,rep3,median_mcherry,2157.0
svs002-svp023,rep3,median_mcherry,3338.0
svs002-svp023,rep3,median_mcherry,4604.0
svs002-svp023,rep3,median_mcherry,740.0
svs002-svp023,rep3,median_mcherry,1753.0
svs002-svp023,rep3,median_mcherry,14954.0
svs002-svp023,rep3,median_mcherry,6049.0
svs002-svp023,rep3,median_mcherry,1140.0
svs002-svp023,rep3,median_mcherry,786.0
svs002-svp023,rep3,median_mcherry,2872.0
svs002-svp023,rep3,median_mcherry,10972.0
svs002-svp023,rep3,median_mcherry,1957.0
svs002-svp023,rep3,median_mcherry,10677.0
svs002-svp023,rep3,median_mcherry,13480.0
svs002-svp023,rep3,median_mcherry,4113.0
svs002-svp023,rep3,median_mcherry,4932.0
svs002-svp023,rep3,median_mcherry,8068.0
svs002-svp023,rep3,median_mcherry,8811.0
svs002-svp023,rep3,median_mcherry,11741.0
svs002-svp023,rep3,median_mcherry,7720.0
svs002-svp023,rep3,median_mcherry,5298.0
svs002-svp023,rep3,median_mcherry,4973.0
svs002-svp023,rep3,median_mcherry,1404.0
svs002-svp023,rep3,median_mcherry,7761.0
svs002-svp023,rep3,median_mcherry,1777.0
svs002-svp023,rep3,median_mcherry,1187.0
svs002-svp023,rep3,median_mcherry,13129.0
svs002-svp023,rep3,median_mcherry,1730.0
svs002-svp023,rep3,median_mcherry,2593.0
svs002-svp023,rep3,median_mcherry,7067.0
svs002-svp023,rep3,median_mcherry,7180.0
svs002-svp023,rep3,median_mcherry,16409.0
svs002-svp023,rep3,median_mcherry,1977.0
svs002-svp023,rep3,median_mcherry,3881.0
svs002-svp023,rep3,median_mcherry,6701.0
svs002-svp023,rep3,median_mcherry,3492.0
svs002-svp023,rep3,median_mcherry,13473.0
svs002-svp023,rep3,median_mcherry,8293.0
svs002-svp023,rep3,median_mcherry,5708.0
svs002-svp023,rep3,median_mcherry,8109.0
svs002-svp023,rep3,median_mcherry,837.0
svs002-svp023,rep3,median_mcherry,5893.0
svs002-svp023,rep3,median_mcherry,1252.0
svs002-svp023,rep3,median_mcherry,4549.0
svs002-svp023,rep3,median_mcherry,12523.0
svs002-svp023,rep3,median_mcherry,2452.0
svs002-svp023,rep3,median_mcherry,1681.0
svs002-svp023,rep3,median_mcherry,2993.0
svs002-svp023,rep3,median_mcherry,1506.0
svs002-svp023,rep3,median_mcherry,2573.0
svs002-svp023,rep3,median_mcherry,1585.0
svs002-svp023,rep3,median_mcherry,1172.0
svs002-svp023,rep3,median_mcherry,2829.0
svs002-svp023,rep3,median_mcherry,5357.0
svs002-svp023,rep3,median_mcherry,7714.0
svs002-svp023,rep3,median_mcherry,1901.0
svs002-svp023,rep3,median_mcherry,975.0
svs002-svp023,rep3,median_mcherry,1013.0
svs002-svp023,rep3,median_mcherry,8625.0
svs002-svp023,rep3,median_mcherry,2316.0
svs002-svp023,rep3,median_mcherry,1928.0
svs002-svp023,rep3,median_mcherry,1361.0
svs002-svp023,rep3,median_mcherry,3265.0
svs002-svp023,rep3,median_mcherry,6033.0
svs002-svp023,rep3,median_mcherry,3624.0
svs002-svp023,rep3,median_mcherry,7914.0
svs002-svp023,rep3,median_mcherry,2180.0
svs002-svp023,rep3,median_mcherry,8304.0
svs002-svp023,rep3,median_mcherry,591.0
svs002-svp023,rep3,median_mcherry,3549.0
svs002-svp023,rep3,median_mcherry,1557.0
svs002-svp023,rep3,median_mcherry,10021.0
svs002-svp023,rep3,median_mcherry,1660.0
svs002-svp023,rep3,median_mcherry,3565.0
svs002-svp023,rep3,median_mcherry,8213.0
svs002-svp023,rep3,median_mcherry,1021.0
svs002-svp023,rep3,median_mcherry,524.0
svs002-svp023,rep3,median_mcherry,4895.0
svs002-svp023,rep3,median_mcherry,3649.0
svs002-svp023,rep3,median_mcherry,5949.0
svs002-svp023,rep3,median_mcherry,18472.0
svs002-svp023,rep3,median_mcherry,5093.0
svs002-svp023,rep3,median_mcherry,9737.0
svs002-svp023,rep3,median_mcherry,900.0
svs002-svp023,rep3,median_mcherry,4276.0
svs002-svp023,rep3,median_mcherry,9636.0
svs002-svp023,rep3,median_mcherry,5040.0
svs002-svp023,rep3,median_mcherry,29800.0
svs002-svp023,rep3,median_mcherry,4056.0
svs002-svp023,rep3,median_mcherry,1453.0
svs002-svp023,rep3,median_mcherry,7108.0
svs002-svp023,rep3,median_mcherry,2542.0
svs002-svp023,rep3,median_mcherry,749.0
svs002-svp023,rep3,median_mcherry,4331.0
svs002-svp023,rep3,median_mcherry,5098.0
svs002-svp023,rep3,median_mcherry,9490.0
svs002-svp023,rep3,median_mcherry,12204.0
svs002-svp023,rep3,median_mcherry,33408.0
svs002-svp023,rep3,median_mcherry,13573.0
svs002-svp023,rep3,median_mcherry,4060.0
svs002-svp023,rep3,median_mcherry,2695.0
svs002-svp023,rep3,median_mcherry,1137.0
svs002-svp023,rep3,median_mcherry,548.0
svs002-svp023,rep3,median_mcherry,4925.0
svs002-svp023,rep3,median_mcherry,629.0
svs002-svp023,rep3,median_mcherry,2216.0
svs002-svp023,rep3,median_mcherry,2009.0
svs002-svp023,rep3,median_mcherry,10510.0
svs002-svp023,rep3,median_mcherry,6196.0
svs002-svp023,rep3,median_mcherry,977.0
svs002-svp023,rep3,median_mcherry,686.0
svs002-svp023,rep3,median_mcherry,1831.0
svs002-svp023,rep3,median_mcherry,6893.0
svs002-svp023,rep3,median_mcherry,1808.0
svs002-svp023,rep3,median_mcherry,3064.0
svs002-svp023,rep3,median_mcherry,492.0
svs002-svp023,rep3,median_mcherry,3149.0
svs002-svp023,rep3,median_mcherry,2712.0
svs002-svp023,rep3,median_mcherry,2881.0
svs002-svp023,rep3,median_mcherry,1265.0
svs002-svp023,rep3,median_mcherry,2117.0
svs002-svp023,rep3,median_mcherry,12937.0
svs002-svp023,rep3,median_mcherry,2443.0
svs002-svp023,rep3,median_mcherry,1793.0
svs002-svp023,rep3,median_mcherry,1144.0
svs002-svp023,rep3,median_mcherry,7077.0
svs002-svp023,rep3,median_mcherry,957.0
svs002-svp023,rep3,median_mcherry,6873.0
svs002-svp023,rep3,median_mcherry,1689.0
svs002-svp023,rep3,median_mcherry,761.0
svs002-svp023,rep3,median_mcherry,1110.0
svs002-svp023,rep3,median_mcherry,1252.0
svs002-svp023,rep3,median_mcherry,1422.0
svs002-svp023,rep3,median_mcherry,4725.0
svs002-svp023,rep3,median_mcherry,716.0
svs002-svp023,rep3,median_mcherry,4428.0
svs002-svp023,rep3,median_mcherry,1321.0
svs002-svp023,rep3,median_mcherry,3256.0
svs002-svp023,rep3,median_mcherry,1924.0
svs002-svp023,rep3,median_mcherry,752.0
svs002-svp023,rep3,median_mcherry,744.0
svs002-svp023,rep3,median_mcherry,2000.0
svs002-svp023,rep3,median_mcherry,4908.0
svs002-svp023,rep3,median_mcherry,2937.0
svs002-svp023,rep3,median_mcherry,1341.0
svs002-svp023,rep3,median_mcherry,5744.0
svs002-svp023,rep3,median_mcherry,3729.0
svs002-svp023,rep3,median_mcherry,2373.0
svs002-svp023,rep3,median_mcherry,640.0
svs002-svp023,rep3,median_mcherry,10336.0
svs002-svp023,rep3,median_mcherry,4912.0
svs002-svp023,rep3,median_mcherry,1261.0
svs002-svp023,rep3,median_mcherry,725.0
svs002-svp023,rep3,median_mcherry,2261.0
svs002-svp023,rep3,median_mcherry,653.0
svs002-svp023,rep3,median_mcherry,6349.0
svs002-svp023,rep3,median_mcherry,836.0
svs002-svp023,rep3,median_mcherry,5576.0
svs002-svp023,rep3,median_mcherry,2081.0
svs002-svp023,rep3,median_mcherry,10824.0
svs002-svp023,rep3,median_mcherry,1803.0
svs002-svp023,rep3,median_mcherry,964.0
svs002-svp023,rep3,median_mcherry,3286.0
svs002-svp023,rep3,median_mcherry,1205.0
svs002-svp023,rep3,median_mcherry,2180.0
svs002-svp023,rep3,median_mcherry,7437.0
svs002-svp023,rep3,median_mcherry,6666.0
svs002-svp023,rep3,median_mcherry,1213.0
svs002-svp023,rep3,median_mcherry,2616.0
svs002-svp023,rep3,median_mcherry,2121.0
svs002-svp023,rep3,median_mcherry,4598.0
svs002-svp023,rep3,median_mcherry,4029.0
svs002-svp023,rep3,median_mcherry,3909.0
svs002-svp023,rep3,median_mcherry,7636.0
svs002-svp023,rep3,median_mcherry,10197.0
svs002-svp023,rep3,median_mcherry,1404.0
svs002-svp023,rep3,median_mcherry,1576.0
svs002-svp023,rep3,median_mcherry,1636.0
svs002-svp023,rep3,median_mcherry,980.0
svs002-svp023,rep3,median_mcherry,3147.0
svs002-svp023,rep3,median_mcherry,1201.0
svs002-svp023,rep3,median_mcherry,1026.0
svs002-svp023,rep3,median_mcherry,989.0
svs002-svp023,rep3,median_mcherry,2255.0
svs002-svp023,rep3,median_mcherry,8073.0
svs002-svp023,rep3,median_mcherry,4013.0
svs002-svp023,rep3,median_mcherry,1368.0
svs002-svp023,rep3,median_mcherry,1212.0
svs002-svp023,rep3,median_mcherry,19676.0
svs002-svp023,rep3,median_mcherry,841.0
svs002-svp023,rep3,median_mcherry,4975.0
svs002-svp023,rep3,median_mcherry,3029.0
svs002-svp023,rep3,median_mcherry,885.0
svs002-svp023,rep3,median_mcherry,2520.0
svs002-svp023,rep3,median_mcherry,11838.0
svs002-svp023,rep3,median_mcherry,1079.0
svs002-svp023,rep3,median_mcherry,14797.0
svs002-svp023,rep3,median_mcherry,4324.0
svs002-svp023,rep3,median_mcherry,2945.0
svs002-svp023,rep3,median_mcherry,782.0
svs002-svp023,rep3,median_mcherry,15477.0
svs002-svp023,rep3,median_mcherry,1285.0
svs002-svp023,rep3,median_mcherry,2455.0
svs002-svp023,rep3,median_mcherry,892.0
svs002-svp023,rep3,median_mcherry,5260.0
svs002-svp023,rep3,median_mcherry,2942.0
svs002-svp023,rep3,median_mcherry,4850.0
svs002-svp023,rep3,median_mcherry,7462.0
svs002-svp023,rep3,median_mcherry,4720.0
svs002-svp023,rep3,median_mcherry,4008.0
svs002-svp023,rep3,median_mcherry,1028.0
svs002-svp023,rep3,median_mcherry,682.0
svs002-svp023,rep3,median_mcherry,2408.0
svs002-svp023,rep3,median_mcherry,685.0
svs002-svp023,rep3,median_mcherry,4180.0
svs002-svp023,rep3,median_mcherry,3392.0
svs002-svp023,rep3,median_mcherry,1301.0
svs002-svp023,rep3,median_mcherry,5341.0
svs002-svp023,rep3,median_mcherry,1025.0
svs002-svp023,rep3,median_mcherry,1731.0
svs002-svp023,rep3,median_mcherry,9313.0
svs002-svp023,rep3,median_mcherry,11837.0
svs002-svp023,rep3,median_mcherry,1191.0
svs002-svp023,rep3,median_mcherry,1845.0
svs002-svp023,rep3,median_mcherry,1225.0
svs002-svp023,rep3,median_mcherry,1717.0
svs002-svp023,rep3,median_mcherry,4592.0
svs002-svp023,rep3,median_mcherry,6964.0
svs002-svp023,rep3,median_mcherry,4485.0
svs002-svp023,rep3,median_mcherry,699.0
svs002-svp023,rep3,median_mcherry,4192.0
svs002-svp023,rep3,median_mcherry,15700.0
svs002-svp023,rep3,median_mcherry,4150.0
svs002-svp023,rep3,median_mcherry,5549.0
svs002-svp023,rep3,median_mcherry,1456.0
svs002-svp023,rep3,median_mcherry,1345.0
svs002-svp023,rep3,median_mcherry,4628.0
svs002-svp023,rep3,median_mcherry,1537.0
svs002-svp023,rep3,median_mcherry,8342.0
svs002-svp023,rep3,median_mcherry,1181.0
svs002-svp023,rep3,median_mcherry,3227.0
svs002-svp023,rep3,median_mcherry,5328.0
svs002-svp023,rep3,median_mcherry,4240.0
svs002-svp023,rep3,median_mcherry,1665.0
svs002-svp023,rep3,median_mcherry,4713.0
svs002-svp023,rep3,median_mcherry,1877.0
svs002-svp023,rep3,median_mcherry,2101.0
svs002-svp023,rep3,median_mcherry,6013.0
svs002-svp023,rep3,median_mcherry,4217.0
svs002-svp023,rep3,median_mcherry,11754.0
svs002-svp023,rep3,median_mcherry,2973.0
svs002-svp023,rep3,median_mcherry,845.0
svs002-svp023,rep3,median_mcherry,2536.0
svs002-svp023,rep3,median_mcherry,9028.0
svs002-svp023,rep3,median_mcherry,2342.0
svs002-svp023,rep3,median_mcherry,6425.0
svs002-svp023,rep3,median_mcherry,3169.0
svs002-svp023,rep3,median_mcherry,3844.0
svs002-svp023,rep3,median_mcherry,14929.0
svs002-svp023,rep3,median_mcherry,8077.0
svs002-svp023,rep3,median_mcherry,1489.0
svs002-svp023,rep3,median_mcherry,936.0
svs002-svp023,rep3,median_mcherry,12716.0
svs002-svp023,rep3,median_mcherry,6778.0
svs002-svp023,rep3,median_mcherry,4033.0
svs002-svp023,rep3,median_mcherry,9236.0
svs002-svp023,rep3,median_mcherry,21279.0
svs002-svp023,rep3,median_mcherry,9024.0
svs002-svp023,rep3,median_mcherry,764.0
svs002-svp023,rep3,median_mcherry,3838.0
svs002-svp023,rep3,median_mcherry,1133.0
svs002-svp023,rep3,median_mcherry,2292.0
svs002-svp023,rep3,median_mcherry,24586.0
svs002-svp023,rep3,median_mcherry,15796.0
svs002-svp023,rep3,median_mcherry,1397.0
svs002-svp023,rep3,median_mcherry,5325.0
svs002-svp023,rep3,median_mcherry,9012.0
svs002-svp023,rep3,median_mcherry,3161.0
svs002-svp023,rep3,median_mcherry,9092.0
svs002-svp023,rep3,median_mcherry,1400.0
svs002-svp023,rep3,median_mcherry,2930.0
svs002-svp023,rep3,median_mcherry,4029.0
svs002-svp023,rep3,median_mcherry,1276.0
svs002-svp023,rep3,median_mcherry,4124.0
svs002-svp023,rep3,median_mcherry,4888.0
svs002-svp023,rep3,median_mcherry,1038.0
svs002-svp023,rep3,median_mcherry,1712.0
svs002-svp023,rep3,median_mcherry,4497.0
svs002-svp023,rep3,median_mcherry,5591.0
svs002-svp023,rep3,median_mcherry,6533.0
svs002-svp023,rep3,median_mcherry,948.0
svs002-svp023,rep3,median_mcherry,8725.0
svs002-svp023,rep3,median_mcherry,3641.0
svs002-svp023,rep3,median_mcherry,2101.0
svs002-svp023,rep3,median_mcherry,9617.0
svs002-svp023,rep3,median_mcherry,1727.0
svs002-svp023,rep3,median_mcherry,5396.0
svs002-svp023,rep3,median_mcherry,1783.0
svs002-svp023,rep3,median_mcherry,7600.0
svs002-svp023,rep3,median_mcherry,1128.0
svs002-svp023,rep3,median_mcherry,1101.0
svs002-svp023,rep3,median_mcherry,1088.0
svs002-svp023,rep3,median_mcherry,1305.0
svs002-svp023,rep3,median_mcherry,1731.0
svs002-svp023,rep3,median_mcherry,4973.0
svs002-svp023,rep3,median_mcherry,827.0
svs002-svp023,rep3,median_mcherry,4607.0
svs002-svp023,rep3,median_mcherry,1346.0
svs002-svp023,rep3,median_mcherry,852.0
svs002-svp023,rep3,median_mcherry,11183.0
svs002-svp023,rep3,median_mcherry,4296.0
svs002-svp023,rep3,median_mcherry,2109.0
svs002-svp023,rep3,median_mcherry,813.0
svs002-svp023,rep3,median_mcherry,1461.0
svs002-svp023,rep3,median_mcherry,8125.0
svs002-svp023,rep3,median_mcherry,1475.0
svs002-svp023,rep3,median_mcherry,4908.0
svs002-svp023,rep3,median_mcherry,1562.0
svs002-svp023,rep3,median_mcherry,1277.0
svs002-svp023,rep3,median_mcherry,1222.0
svs002-svp023,rep3,median_mcherry,1621.0
svs002-svp023,rep3,median_mcherry,4024.0
svs002-svp023,rep3,median_mcherry,2641.0
svs002-svp023,rep3,median_mcherry,923.0
svs002-svp023,rep3,median_mcherry,5025.0
svs002-svp023,rep3,median_mcherry,4105.0
svs002-svp023,rep3,median_mcherry,1272.0
svs002-svp023,rep3,median_mcherry,850.0
svs002-svp023,rep3,median_mcherry,1649.0
svs002-svp023,rep3,median_mcherry,10909.0
svs002-svp023,rep3,median_mcherry,5870.0
svs002-svp023,rep3,median_mcherry,3220.0
svs002-svp023,rep3,median_mcherry,1543.0
svs002-svp023,rep3,median_mcherry,2492.0
svs002-svp023,rep3,median_mcherry,2632.0
svs002-svp023,rep3,median_mcherry,5292.0
svs002-svp023,rep3,median_mcherry,2605.0
svs002-svp023,rep3,median_mcherry,4081.0
svs002-svp023,rep3,median_mcherry,4704.0
svs002-svp023,rep3,median_mcherry,1693.0
svs002-svp023,rep3,median_mcherry,2748.0
svs002-svp023,rep3,median_mcherry,6037.0
svs002-svp023,rep3,median_mcherry,1032.0
svs002-svp023,rep3,median_mcherry,3896.0
svs002-svp023,rep3,median_mcherry,2041.0
svs002-svp023,rep3,median_mcherry,524.0
svs002-svp023,rep3,median_mcherry,1629.0
svs002-svp023,rep3,median_mcherry,3215.0
svs002-svp023,rep3,median_mcherry,1859.0
svs002-svp023,rep3,median_mcherry,5572.0
svs002-svp023,rep3,median_mcherry,1216.0
svs002-svp023,rep3,median_mcherry,673.0
svs002-svp023,rep3,median_mcherry,2009.0
svs002-svp023,rep3,median_mcherry,1058.0
svs002-svp023,rep3,median_mcherry,541.0
svs002-svp023,rep3,median_mcherry,1704.0
svs002-svp023,rep3,median_mcherry,6836.0
svs002-svp023,rep3,median_mcherry,2328.0
svs002-svp023,rep3,median_mcherry,1890.0
svs002-svp023,rep3,median_mcherry,3324.0
svs002-svp023,rep3,median_mcherry,2236.0
svs002-svp023,rep3,median_mcherry,1454.0
svs002-svp023,rep3,median_mcherry,1068.0
svs002-svp023,rep3,median_mcherry,2589.0
svs002-svp023,rep3,median_mcherry,4889.0
svs002-svp023,rep3,median_mcherry,887.0
svs002-svp023,rep3,median_mcherry,2362.0
svs002-svp023,rep3,median_mcherry,964.0
svs002-svp023,rep3,median_mcherry,3325.0
svs002-svp023,rep3,median_mcherry,5919.0
svs002-svp023,rep3,median_mcherry,2813.0
svs002-svp023,rep3,median_mcherry,6332.0
svs002-svp023,rep3,median_mcherry,756.0
svs002-svp023,rep3,median_mcherry,8261.0
svs002-svp023,rep3,median_mcherry,1716.0
svs002-svp023,rep3,median_mcherry,961.0
svs002-svp023,rep3,median_mcherry,1978.0
svs002-svp023,rep3,median_mcherry,1168.0
svs002-svp023,rep3,median_mcherry,3040.0
svs002-svp023,rep3,median_mcherry,1891.0
svs002-svp023,rep3,median_mcherry,4301.0
svs002-svp023,rep3,median_mcherry,920.0
svs002-svp023,rep3,median_mcherry,1250.0
svs002-svp023,rep3,median_mcherry,10128.0
svs002-svp023,rep3,median_mcherry,1154.0
svs002-svp023,rep3,median_mcherry,1028.0
svs002-svp023,rep3,median_mcherry,1785.0
svs002-svp023,rep3,median_mcherry,878.0
svs002-svp023,rep3,median_mcherry,1238.0
svs002-svp023,rep3,median_mcherry,12977.0
svs002-svp023,rep3,median_mcherry,2111.0
svs002-svp023,rep3,median_mcherry,3020.0
svs002-svp023,rep3,median_mcherry,5333.0
svs002-svp023,rep3,median_mcherry,2253.0
svs002-svp023,rep3,median_mcherry,1069.0
svs002-svp023,rep3,median_mcherry,7145.0
svs002-svp023,rep3,median_mcherry,1088.0
svs002-svp023,rep3,median_mcherry,14168.0
svs002-svp023,rep3,median_mcherry,936.0
svs002-svp023,rep3,median_mcherry,3845.0
svs002-svp023,rep3,median_mcherry,5922.0
svs002-svp023,rep3,median_mcherry,5653.0
svs002-svp023,rep3,median_mcherry,1141.0
svs002-svp023,rep3,median_mcherry,8458.0
svs002-svp023,rep3,median_mcherry,2169.0
svs002-svp023,rep3,median_mcherry,2773.0
svs002-svp023,rep3,median_mcherry,991.0
svs002-svp023,rep3,median_mcherry,1433.0
svs002-svp023,rep3,median_mcherry,3120.0
svs002-svp023,rep3,median_mcherry,2735.0
svs002-svp023,rep3,median_mcherry,10176.0
svs002-svp023,rep3,median_mcherry,5552.0
svs002-svp023,rep3,median_mcherry,1776.0
svs002-svp023,rep3,median_mcherry,910.0
svs002-svp023,rep3,median_mcherry,7589.0
svs002-svp023,rep3,median_mcherry,4251.0
svs002-svp023,rep3,median_mcherry,7010.0
svs002-svp023,rep3,median_mcherry,10250.0
svs002-svp023,rep3,median_mcherry,1457.0
svs002-svp023,rep3,median_mcherry,6640.0
svs002-svp023,rep3,median_mcherry,2373.0
svs002-svp023,rep3,median_mcherry,18804.0
svs002-svp023,rep3,median_mcherry,978.0
svs002-svp023,rep3,median_mcherry,10772.0
svs002-svp023,rep3,median_mcherry,6055.0
svs002-svp023,rep3,median_mcherry,3145.0
svs002-svp023,rep3,median_mcherry,988.0
svs002-svp023,rep3,median_mcherry,3484.0
svs002-svp023,rep3,median_mcherry,3188.0
svs002-svp023,rep3,median_mcherry,1424.0
svs002-svp023,rep3,median_mcherry,3992.0
svs002-svp023,rep3,median_mcherry,1657.0
svs002-svp023,rep3,median_mcherry,2761.0
svs002-svp023,rep3,median_mcherry,1152.0
